"summons_key";"summons_date";"offense_description";"age_group";"sex";"race";"jurisdiction_code";"boro";"precinct_of_occur";"x_coordinate_cd";"y_coordinate_cd";"latitude";"longitude";"law_section_number";"law_description";"summons_category_type";"year"
166383799;"2017-06-20 00:00:00";"RECKLESS DRIVING";"18-24";"M";"BLACK";"2";"BROOKLYN";69;1011595;173607;"40.643153731000034";"-73.90146698999997";"1212";"VTL";"VTL";2017
166347910;"2017-06-20 00:00:00";"KNIFE, ANY IN PUBLIC VIEW";"45-64";"M";"WHITE";"0";"STATEN ISLAND";122;939460;139403;"40.549199747000046";"-74.16116998999998";"10-133C";"Administrative Code";"KNIFE";2017
166307198;"2017-06-20 00:00:00";"TRESPASS";"45-64";"M";"BLACK";"0";"STATEN ISLAND";121;947238;171026;"40.63603431400003";"-74.13335557299997";"140.05";"Penal Law";"TRESPASS";2017
166307189;"2017-06-20 00:00:00";"DISCON: CREATE HAZARDOUS CONDITION";"18-24";"M";"BLACK";"2";"BROOKLYN";90;1000852;194727;"40.70115004400003";"-73.94012608099996";"240.20-7";"Penal Law";"DISORDERLY CONDUCT";2017
166307144;"2017-06-20 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"M";"BLACK HISPANIC";"0";"MANHATTAN";13;986961;210445;"40.74430731600006";"-73.99021785199994";"221.05";"Penal Law";"MARIJUANA";2017
166307289;"2017-06-20 00:00:00";"RECKLESS DRIVING";"45-64";"M";"WHITE";"0";"QUEENS";114;1007557;219914;"40.770267001000036";"-73.91585715599996";"1212";"VTL";"VTL";2017
166307218;"2017-06-20 00:00:00";"REVOKED REGISTRATION";"25-44";"F";"BLACK";"0";"QUEENS";101;1049823;157862;"40.59973661400005";"-73.76387035099998";"510-7";"VTL";"VTL";2017
166347658;"2017-06-20 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"M";"BLACK";"0";"QUEENS";104;1010802;203706;"40.72577098700003";"-73.90420586499994";"221.05";"Penal Law";"MARIJUANA";2017
166307123;"2017-06-20 00:00:00";"REVOKED REGISTRATION";"18-24";"M";"BLACK";"0";"BRONX";52;1017542;255919;"40.86905853200005";"-73.87963014799993";"510-7";"VTL";"VTL";2017
166307112;"2017-06-20 00:00:00";"OTHER VTL";"45-64";"F";"BLACK HISPANIC";"0";"BRONX";44;1007606;244110;"40.83667822800004";"-73.91559608699998";"9999";"VTL";"VTL";2017
166347823;"2017-06-20 00:00:00";"REVOKED REGISTRATION";"45-64";"F";"WHITE";"0";"BROOKLYN";61;998575;151927;"40.58367723300007";"-73.94842898499998";"510-7";"VTL";"VTL";2017
166307124;"2017-06-20 00:00:00";"REVOKED REGISTRATION";"45-64";"M";"WHITE HISPANIC";"0";"BRONX";52;1015124;259566;"40.87907720700008";"-73.88835590899998";"510-7";"VTL";"VTL";2017
166496316;"2017-06-20 00:00:00";"NOISE (UNREASONABLE)";"18-24";"M";"BLACK";"0";"BROOKLYN";75;1018376;185581;"40.67599616800004";"-73.87697189499994";"24-218";"Administrative Code";"NOISE";2017
166307258;"2017-06-20 00:00:00";"OTHER ABC";"25-44";"F";"ASIAN / PACIFIC ISLANDER";"0";"BROOKLYN";72;980174;172776;"40.64091408600007";"-74.014688327";"9999";"ABC";"OTHER ABC";2017
166307292;"2017-06-20 00:00:00";"OTHER ADMIN CODE";"45-64";"F";"BLACK";"0";"QUEENS";109;1031336;218430;"40.76609914000005";"-73.83001937699999";"9999";"Administrative Code";"OTHER ADMIN CODE";2017
166307160;"2017-06-20 00:00:00";"OTHER VTL";"25-44";"M";"BLACK";"0";"BRONX";44;1008427;245745;"40.84116361700006";"-73.91262321499994";"9999";"VTL";"VTL";2017
166263245;"2017-06-20 00:00:00";"CONSUMPTION OF ALCOHOL";"45-64";"M";"WHITE HISPANIC";"1";"BROOKLYN";81;1003927;186763;"40.67928439700007";"-73.92905930999996";"10-125";"Administrative Code";"ALCOHOL";2017
166307197;"2017-06-20 00:00:00";"TRESPASS";"25-44";"F";"WHITE HISPANIC";"0";"STATEN ISLAND";121;947238;171026;"40.63603431400003";"-74.13335557299997";"140.05";"Penal Law";"TRESPASS";2017
166307388;"2017-06-20 00:00:00";"DISCON: OBSTRUCT VEHICLE";"25-44";"M";"BLACK";"0";"BROOKLYN";71;1003358;182945;"40.66880609300006";"-73.93112156699993";"240.205B";"Penal Law";"DISORDERLY CONDUCT";2017
166347663;"2017-06-20 00:00:00";"DISCON: FIGHTING";"25-44";"M";"BLACK HISPANIC";"0";"BRONX";40;1010503;236634;"40.816150608000044";"-73.90515598699994";"240.20-1";"Penal Law";"DISORDERLY CONDUCT";2017
166496449;"2017-06-27 00:00:00";"RECKLESS DRIVING";"18-24";"M";"WHITE";"0";"BROOKLYN";61;994979;158090;"40.60059851500005";"-73.96136541399994";"1212";"VTL";"VTL";2017
166542700;"2017-06-27 00:00:00";"NO NAME OR ADDRESS DISPLAYED";"45-64";"M";"WHITE";"0";"QUEENS";107;1041566;206825;"40.73418602300006";"-73.79318776199995";"10-127";"Administrative Code";"VENDING";2017
166673597;"2017-06-27 00:00:00";"DISCON: FIGHTING";"<18";"M";"BLACK HISPANIC";"0";"BROOKLYN";75;1020736;188385;"40.68368309300007";"-73.86844855899994";"240.20-1";"Penal Law";"DISORDERLY CONDUCT";2017
166804194;"2017-06-27 00:00:00";"REVOKED REGISTRATION";"45-64";"M";"BLACK";"0";"BROOKLYN";75;1016845;182111;"40.66647757100003";"-73.88250816099996";"510-7";"VTL";"VTL";2017
166804037;"2017-06-27 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"M";"BLACK";"2";"BRONX";43;1026268;237961;"40.819731930000046";"-73.84819280399995";"221.05";"Penal Law";"MARIJUANA";2017
166581615;"2017-06-27 00:00:00";"KNIFE, ANY IN PUBLIC VIEW";"25-44";"M";"BLACK";"0";"BRONX";50;1011722;261759;"40.88510755100003";"-73.90064910399997";"10-133C";"Administrative Code";"KNIFE";2017
166542857;"2017-06-27 00:00:00";"TRESPASS";"18-24";"M";"WHITE HISPANIC";"0";"BROOKLYN";72;984058;178998;"40.65799306600008";"-74.00069344599996";"140.05";"Penal Law";"TRESPASS";2017
166542603;"2017-06-27 00:00:00";"DISCON: FIGHTING";"25-44";"M";"BLACK HISPANIC";"0";"BRONX";43;1022417;242258;"40.83154343900002";"-73.86208178099997";"240.20-1";"Penal Law";"DISORDERLY CONDUCT";2017
166882759;"2017-06-27 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"M";"WHITE HISPANIC";"0";"BRONX";41;1015835;236076;"40.81460160200004";"-73.88589546099996";"221.05";"Penal Law";"MARIJUANA";2017
166542697;"2017-06-27 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"M";"BLACK HISPANIC";"0";"STATEN ISLAND";121;946747;172571;"40.640272940000045";"-74.13513322999995";"221.05";"Penal Law";"MARIJUANA";2017
166615406;"2017-06-27 00:00:00";"URINATING IN PUBLIC";"25-44";"M";"BLACK";"0";"BROOKLYN";67;1004273;171576;"40.63759865100008";"-73.92785695899995";"16-1186";"Administrative Code";"URINATING";2017
166882762;"2017-06-27 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"M";"WHITE HISPANIC";"0";"BRONX";41;1015835;236076;"40.81460160200004";"-73.88589546099996";"221.05";"Penal Law";"MARIJUANA";2017
166581660;"2017-06-27 00:00:00";"LITTERING";"25-44";"M";"WHITE";"0";"MANHATTAN";30;996024;238436;"40.82112775300004";"-73.95746178599995";"16-118";"Administrative Code";"LITTERING";2017
166840453;"2017-06-27 00:00:00";"POSS. OF KNIFE";"25-44";"M";"WHITE HISPANIC";"0";"BROOKLYN";79;994902;192926;"40.696215880000075";"-73.96158769";"10-133";"Administrative Code";"KNIFE";2017
166542739;"2017-06-27 00:00:00";"OTHER HEALTH CODE";"25-44";"M";"BLACK";"0";"MANHATTAN";25;1001128;232587;"40.80506560400005";"-73.93903565799998";"9999";"Health Code";"OTHER HEALTH CODE";2017
166542759;"2017-06-27 00:00:00";"OTHER TRAFFIC REG";"45-64";"M";"BLACK";"0";"BROOKLYN";78;991374;187228;"40.680579719000036";"-73.97431655799994";"9999";"Traffic Regs";"OTHER TRAFFIC REG";2017
166542873;"2017-06-27 00:00:00";"OTHER VTL";"18-24";"M";"WHITE HISPANIC";"0";"BRONX";43;1026413;242034;"40.83091045100008";"-73.84764333399994";"9999";"VTL";"VTL";2017
166542686;"2017-06-27 00:00:00";"DISCON: OBSTRUCT PEDESTRIAN";"25-44";"M";"BLACK";"0";"BRONX";40;1006763;236698;"40.81633659300008";"-73.91866744099997";"240.205A";"Penal Law";"DISORDERLY CONDUCT";2017
166759981;"2017-06-27 00:00:00";"VEND:RESTRICTIONS ON PLCMENT VEH/PUSHCARTS";"18-24";"M";"WHITE";"0";"MANHATTAN";18;988573;215991;"40.75952904400003";"-73.98439682099996";"17-315/20465";"Administrative Code";"VENDING";2017
166542852;"2017-06-27 00:00:00";"KEY IN IGNITION";"25-44";"M";"WHITE HISPANIC";"0";"STATEN ISLAND";120;960510;174384;"40.64529681900007";"-74.08554844999998";"10-111";"Administrative Code";"KEY";2017
166947154;"2017-06-27 00:00:00";"DISCON: FIGHTING";"45-64";"M";"BLACK";"0";"BROOKLYN";77;996084;184258;"40.67242269500008";"-73.95734032799999";"240.20-1";"Penal Law";"DISORDERLY CONDUCT";2017
166673585;"2017-06-27 00:00:00";"CONSUMPTION OF ALCOHOL";"18-24";"F";"BLACK";"0";"BROOKLYN";90;1000250;194656;"40.70095627400008";"-73.94229736999995";"10-125";"Administrative Code";"ALCOHOL";2017
166542779;"2017-06-27 00:00:00";"UNLICENSED VEHICLE FOR HIRE";"25-44";"M";"WHITE HISPANIC";"0";"BROOKLYN";60;990922;149184;"40.576157300000034";"-73.97598379999994";"19-506";"Administrative Code";"TLC";2017
166668521;"2017-06-27 00:00:00";"FAILURE TO COMPLY WITH SIGN";"18-24";"F";"BLACK HISPANIC";"0";"MANHATTAN";34;1001558;250193;"40.85338819900005";"-73.937437017";"1-03";"Park Regs";"PARK REGS";2017
166542833;"2017-06-27 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"F";"BLACK";"0";"QUEENS";105;1055872;199882;"40.71502497700004";"-73.74164148799997";"221.05";"Penal Law";"MARIJUANA";2017
166542780;"2017-06-27 00:00:00";"OTHER ADMIN CODE";"25-44";"M";"WHITE HISPANIC";"0";"BROOKLYN";60;994069;150938;"40.58096875900002";"-73.96465279099993";"9999";"Administrative Code";"OTHER ADMIN CODE";2017
166542751;"2017-06-27 00:00:00";"CONSUMPTION OF ALCOHOL";"25-44";"M";"BLACK";"0";"BROOKLYN";73;1010393;184493;"40.67303702800007";"-73.90575604899993";"10-125";"Administrative Code";"ALCOHOL";2017
166581857;"2017-06-27 00:00:00";"UNREGISTERED VEHICLE";"25-44";"M";"WHITE";"0";"BROOKLYN";66;984654;168382;"40.62885441600001";"-73.998545988";"401";"VTL";"VTL";2017
166725284;"2017-06-27 00:00:00";"NOISE (UNREASONABLE)";"25-44";"M";"BLACK HISPANIC";"0";"BRONX";44;1007627;245101;"40.83939817900006";"-73.91551674099996";"24-218";"Administrative Code";"NOISE";2017
166542790;"2017-06-27 00:00:00";"OTHER TRANSIT REG";"25-44";"M";"WHITE HISPANIC";"1";"BRONX";50;1012345;263323;"40.88939827600007";"-73.89838946899994";"9999";"Transit Regs";"OTHER TRANSIT REG";2017
166581764;"2017-06-27 00:00:00";"RECKLESS DRIVING";"18-24";"F";"BLACK HISPANIC";"0";"BROOKLYN";69;1006843;169577;"40.63210564000008";"-73.91860373799993";"1212";"VTL";"VTL";2017
166542764;"2017-06-27 00:00:00";"DISORDERLY PREMISE";"25-44";"F";"ASIAN / PACIFIC ISLANDER";"0";"BROOKLYN";72;980174;172776;"40.64091408600007";"-74.014688327";"106-6";"ABC";"ABC";2017
166542781;"2017-06-27 00:00:00";"HARASSMENT 2";"45-64";"F";"WHITE";"0";"BROOKLYN";60;993289;150942;"40.58098056800003";"-73.96746080499997";"240.26";"Penal Law";"HARASSMENT 2";2017
166657521;"2017-06-27 00:00:00";"OTHER ADMIN CODE";"18-24";"M";"AMERICAN INDIAN/ALASKAN NATIVE";"0";"BRONX";46;1010585;248617;"40.84904023800004";"-73.90481269999998";"9999";"Administrative Code";"OTHER ADMIN CODE";2017
166542774;"2017-06-27 00:00:00";"UNLICENSED VEHICLE FOR HIRE";"25-44";"M";"BLACK HISPANIC";"0";"BROOKLYN";68;980771;169762;"40.632641552000045";"-74.01253562699996";"19-506";"Administrative Code";"TLC";2017
166542738;"2017-06-27 00:00:00";"OTHER HEALTH CODE";"25-44";"M";"BLACK";"0";"MANHATTAN";25;1001264;232832;"40.80573780000003";"-73.93854378499998";"9999";"Health Code";"OTHER HEALTH CODE";2017
166581683;"2017-06-27 00:00:00";"DISCON: FIGHTING";"45-64";"M";"BLACK";"0";"MANHATTAN";28;997394;231916;"40.80323023600005";"-73.95252472099996";"240.20-1";"Penal Law";"DISORDERLY CONDUCT";2017
166542754;"2017-06-27 00:00:00";"DISCON: FIGHTING";"18-24";"F";"BLACK";"0";"BROOKLYN";73;1009588;187367;"40.68092784700008";"-73.90864726399997";"240.20-1";"Penal Law";"DISORDERLY CONDUCT";2017
166615452;"2017-06-27 00:00:00";"OTHER NAVIGATION LAW";"25-44";"M";"ASIAN / PACIFIC ISLANDER";"0";"MANHATTAN";14;986650;212527;"40.75002197300005";"-73.99133946299997";"9999";"Navigation Law";"NAVIGATION LAW";2017
166581809;"2017-06-27 00:00:00";"OTHER ADMIN CODE";"25-44";"M";"WHITE";"0";"MANHATTAN";18;985455;218464;"40.76631776800008";"-73.99565134699996";"9999";"Administrative Code";"OTHER ADMIN CODE";2017
172870347;"2017-06-27 00:00:00";"NON PAYMENT OF FARE (BUS)";"25-44";"M";"WHITE";"1";"BROOKLYN";90;1000930;197100;"40.70766322300005";"-73.93983889399993";"1050.4";"Transit Regs";"TRANSIT REGS";2017
166542690;"2017-06-27 00:00:00";"RECKLESS DRIVING";"25-44";"M";"WHITE";"2";"BROOKLYN";79;999105;192881;"40.69608630900007";"-73.94643073099996";"1212";"VTL";"VTL";2017
166581558;"2017-06-27 00:00:00";"CONSUMPTION OF ALCOHOL";"25-44";"M";"WHITE HISPANIC";"0";"BROOKLYN";66;991788;163921;"40.61660670500004";"-73.97284996299999";"10-125";"Administrative Code";"ALCOHOL";2017
166542692;"2017-06-27 00:00:00";"DISCON: UNREASONABLE NOISE";"25-44";"F";"BLACK";"2";"BROOKLYN";60;988776;154674;"40.59122761900005";"-73.98370522199998";"240.20-2";"Penal Law";"DISORDERLY CONDUCT";2017
166840402;"2017-06-27 00:00:00";"IMPROPER ENTRANCE/EXIT";"45-64";"M";"BLACK";"1";"QUEENS";108;998837;211837;"40.74811639300003";"-73.94735612399995";"1050.9";"Transit Regs";"TRANSIT REGS";2017
166542861;"2017-06-27 00:00:00";"DISORDERLY CONDUCT";"25-44";"M";"BLACK";"0";"BRONX";49;1027295;251236;"40.85616295700004";"-73.84439712399995";"240.20";"Penal Law";"DISORDERLY CONDUCT";2017
166581691;"2017-06-27 00:00:00";"OTHER ADMIN CODE";"25-44";"M";"BLACK";"0";"MANHATTAN";22;994010;224718;"40.783478055000046";"-73.96475834099994";"9999";"Administrative Code";"OTHER ADMIN CODE";2017
166542862;"2017-06-27 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"M";"BLACK HISPANIC";"0";"BRONX";49;1020243;251158;"40.85598043600004";"-73.86988993399994";"221.05";"Penal Law";"MARIJUANA";2017
166581712;"2017-06-27 00:00:00";"RECKLESS DRIVING";"45-64";"M";"BLACK";"0";"BROOKLYN";77;1001066;185066;"40.67463241300004";"-73.93937839699998";"1212";"VTL";"VTL";2017
166542631;"2017-06-27 00:00:00";"TRESPASS";"18-24";"M";"WHITE HISPANIC";"0";"MANHATTAN";9;988774;202967;"40.72378130100003";"-73.98368003299998";"140.05";"Penal Law";"TRESPASS";2017
166615469;"2017-06-27 00:00:00";"OTHER ADMIN CODE";"65+";"M";"BLACK";"0";"MANHATTAN";18;988451;215760;"40.758895066000036";"-73.98483734499997";"9999";"Administrative Code";"OTHER ADMIN CODE";2017
166542874;"2017-06-27 00:00:00";"RECKLESS DRIVING";"25-44";"M";"ASIAN / PACIFIC ISLANDER";"0";"BRONX";43;1025146;244016;"40.83635642100006";"-73.85220961";"1212";"VTL";"VTL";2017
166615456;"2017-06-27 00:00:00";"TRESPASS";"25-44";"M";"WHITE HISPANIC";"0";"MANHATTAN";17;992306;210768;"40.74519061700005";"-73.97092815799994";"140.05";"Penal Law";"TRESPASS";2017
166581807;"2017-06-27 00:00:00";"OTHER ADMIN CODE";"25-44";"M";"ASIAN / PACIFIC ISLANDER";"0";"MANHATTAN";18;988248;215413;"40.75794273400004";"-73.98557030899997";"9999";"Administrative Code";"OTHER ADMIN CODE";2017
166542666;"2017-06-27 00:00:00";"FIRE WITHOUT PERMIT";"18-24";"M";"BLACK HISPANIC";"0";"BRONX";44;1006434;244344;"40.83732351100008";"-73.91983075699994";"1-05M";"Park Regs";"PARK REGS";2017
166581686;"2017-06-27 00:00:00";"MARIJUANA, POSSESSION OF";"<18";"M";"WHITE";"0";"MANHATTAN";22;994010;224718;"40.783478055000046";"-73.96475834099994";"221.05";"Penal Law";"MARIJUANA";2017
166542749;"2017-06-27 00:00:00";"LOITERING (GAMBLING)";"45-64";"M";"BLACK";"0";"BROOKLYN";73;1009885;182900;"40.66866608600003";"-73.90759344299995";"240.352";"Penal Law";"GAMBLING";2017
166581557;"2017-06-27 00:00:00";"CONSUMPTION OF ALCOHOL";"25-44";"M";"WHITE HISPANIC";"0";"BROOKLYN";66;992596;164037;"40.61692437700003";"-73.96993944599996";"10-125";"Administrative Code";"ALCOHOL";2017
166581706;"2017-06-27 00:00:00";"MARIJUANA, POSSESSION OF";"<18";"M";"BLACK";"0";"MANHATTAN";22;994010;224718;"40.783478055000046";"-73.96475834099994";"221.05";"Penal Law";"MARIJUANA";2017
166542665;"2017-06-27 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"M";"BLACK HISPANIC";"0";"BRONX";44;1006434;244344;"40.83732351100008";"-73.91983075699994";"221.05";"Penal Law";"MARIJUANA";2017
166542858;"2017-06-27 00:00:00";"DISCON: OBSTRUCT PEDESTRIAN";"25-44";"F";"WHITE HISPANIC";"0";"BROOKLYN";72;981108;172699;"40.64070311800003";"-74.01132284699997";"240.205A";"Penal Law";"DISORDERLY CONDUCT";2017
166882698;"2017-07-04 00:00:00";"FIREWORKS, POSSESS/USE";"25-44";"M";"WHITE HISPANIC";"0";"BRONX";41;1012244;239768;"40.82474720500005";"-73.89885312499997";"270";"Penal Law";"FIREWORKS";2017
166760287;"2017-07-04 00:00:00";"FIREWORKS, POSSESS/USE";"25-44";"M";"WHITE";"0";"STATEN ISLAND";122;940007;137959;"40.54523899200007";"-74.15919227399996";"270";"Penal Law";"FIREWORKS";2017
166760246;"2017-07-04 00:00:00";"UNLICENSED VEHICLE FOR HIRE";"25-44";"M";"BLACK";"0";"BROOKLYN";73;1011068;186257;"40.67787678900004";"-73.90331565999998";"19-506";"Administrative Code";"TLC";2017
166760292;"2017-07-04 00:00:00";"FIREWORKS, POSSESS/USE";"18-24";"F";"WHITE";"0";"STATEN ISLAND";122;965382;156708;"40.596791610000025";"-74.06794281699997";"270";"Penal Law";"FIREWORKS";2017
166804128;"2017-07-04 00:00:00";"OPEN FIRE";"25-44";"M";"BLACK HISPANIC";"0";"MANHATTAN";33;1001425;245714;"40.84109492400006";"-73.93792925299994";"24-149";"Administrative Code";"OPEN FIRE";2017
166760307;"2017-07-04 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"M";"BLACK";"2";"BRONX";40;1004194;234341;"40.80987345900007";"-73.92795561299994";"221.05";"Penal Law";"MARIJUANA";2017
166804092;"2017-07-04 00:00:00";"PARK REGULATIONS";"65+";"M";"AMERICAN INDIAN/ALASKAN NATIVE";"0";"QUEENS";113;1044070;185160;"40.67470428600007";"-73.78434504999996";"1-04";"Park Regs";"PARK REGS";2017
166803958;"2017-07-04 00:00:00";"DISCON: OBSTRUCT VEHICLE";"25-44";"M";"BLACK HISPANIC";"0";"BRONX";52;1011207;252824;"40.86058531700007";"-73.90254754599994";"240.205B";"Penal Law";"DISORDERLY CONDUCT";2017
166760049;"2017-07-04 00:00:00";"DISCON: FIGHTING";"18-24";"M";"WHITE";"2";"MANHATTAN";9;990954;203046;"40.72399675400004";"-73.97581508199994";"240.20-1";"Penal Law";"DISORDERLY CONDUCT";2017
166882696;"2017-07-04 00:00:00";"FIREWORKS, POSSESS/USE";"18-24";"M";"WHITE HISPANIC";"0";"BRONX";41;1013338;238403;"40.82099713400004";"-73.89490618999997";"270";"Penal Law";"FIREWORKS";2017
166840290;"2017-07-04 00:00:00";"FIREWORKS, POSSESS/USE";"<18";"M";"ASIAN / PACIFIC ISLANDER";"0";"QUEENS";103;1045176;197953;"40.70981046900005";"-73.78024213899994";"270";"Penal Law";"FIREWORKS";2017
166804385;"2017-07-04 00:00:00";"FIREWORKS, POSSESS/USE";"25-44";"M";"BLACK";"0";"QUEENS";105;1047796;180252;"40.66120700100004";"-73.77095881399998";"270";"Penal Law";"FIREWORKS";2017
166803979;"2017-07-04 00:00:00";"URINATING IN PUBLIC";"18-24";"M";"BLACK HISPANIC";"0";"BRONX";52;1010805;254161;"40.864256195000046";"-73.90399554199998";"16-1186";"Administrative Code";"URINATING";2017
166947213;"2017-07-04 00:00:00";"FIREWORKS, POSSESS/USE";"45-64";"M";"BLACK";"0";"BROOKLYN";79;998043;191486;"40.69225907600002";"-73.95026341599998";"270";"Penal Law";"FIREWORKS";2017
166804033;"2017-07-04 00:00:00";"FIREWORKS, POSSESS/USE";"25-44";"M";"WHITE HISPANIC";"2";"BRONX";43;1026304;236909;"40.816844318000044";"-73.84806933099996";"270";"Penal Law";"FIREWORKS";2017
166804120;"2017-07-04 00:00:00";"FIREWORKS, POSSESS/USE";"18-24";"M";"BLACK";"0";"QUEENS";102;1032404;190239;"40.68871610400004";"-73.82636559499997";"270";"Penal Law";"FIREWORKS";2017
166993127;"2017-07-04 00:00:00";"NOISE (UNREASONABLE)";"25-44";"M";"WHITE HISPANIC";"0";"BRONX";41;1013879;239551;"40.82414626900004";"-73.89294648299993";"24-218";"Administrative Code";"NOISE";2017
166898228;"2017-07-04 00:00:00";"OTHER NAVIGATION LAW";"18-24";"M";"WHITE";"0";"MANHATTAN";14;988058;214775;"40.75619167000008";"-73.98625649199995";"9999";"Navigation Law";"NAVIGATION LAW";2017
166840292;"2017-07-04 00:00:00";"FIREWORKS, POSSESS/USE";"45-64";"M";"BLACK";"0";"QUEENS";103;1045410;194197;"40.69949954900005";"-73.77943221999993";"270";"Penal Law";"FIREWORKS";2017
166760359;"2017-07-04 00:00:00";"FIREWORKS, POSSESS/USE";"18-24";"M";"WHITE HISPANIC";"0";"BROOKLYN";62;986167;164463;"40.618097381000034";"-73.993096354";"270";"Penal Law";"FIREWORKS";2017
166804327;"2017-07-04 00:00:00";"OTHER ADMIN CODE";"18-24";"M";"WHITE";"0";"MANHATTAN";18;987657;216201;"40.76010584100004";"-73.98770317699997";"9999";"Administrative Code";"OTHER ADMIN CODE";2017
166760288;"2017-07-04 00:00:00";"FIREWORKS, POSSESS/USE";"25-44";"M";"WHITE";"0";"STATEN ISLAND";122;941550;141967;"40.556247736000046";"-74.15366571099996";"270";"Penal Law";"FIREWORKS";2017
166804072;"2017-07-04 00:00:00";"FIREWORKS, POSSESS/USE";"45-64";"M";"WHITE HISPANIC";"0";"QUEENS";105;1056439;179735;"40.659721709000046";"-73.73981204199998";"270";"Penal Law";"FIREWORKS";2017
166760120;"2017-07-04 00:00:00";"FIREWORKS, POSSESS/USE";"25-44";"M";"ASIAN / PACIFIC ISLANDER";"0";"QUEENS";107;1040153;207930;"40.73722801100007";"-73.79827709799997";"270";"Penal Law";"FIREWORKS";2017
167118050;"2017-07-04 00:00:00";"DISCON: REFUSE LAWFUL ORDER";"18-24";"M";"WHITE HISPANIC";"0";"BRONX";46;1007648;250488;"40.85418384900004";"-73.91542204999998";"240.20-6";"Penal Law";"DISORDERLY CONDUCT";2017
166804360;"2017-07-04 00:00:00";"FIREWORKS, POSSESS/USE";"18-24";"F";"WHITE HISPANIC";"0";"BRONX";49;1020449;254591;"40.865402137000046";"-73.86912672199998";"270";"Penal Law";"FIREWORKS";2017
166760358;"2017-07-04 00:00:00";"FIREWORKS, POSSESS/USE";"45-64";"M";"WHITE";"0";"BROOKLYN";62;987338;162208;"40.61190754100004";"-73.98887940999998";"270";"Penal Law";"FIREWORKS";2017
166840559;"2017-07-04 00:00:00";"FAILURE TO COMPLY WITH SIGN";"45-64";"M";"BLACK";"0";"BROOKLYN";60;990922;149184;"40.576157300000034";"-73.97598379999994";"1-03";"Park Regs";"PARK REGS";2017
166760293;"2017-07-04 00:00:00";"FIREWORKS, POSSESS/USE";"25-44";"M";"WHITE";"0";"STATEN ISLAND";122;965382;156708;"40.596791610000025";"-74.06794281699997";"270";"Penal Law";"FIREWORKS";2017
166840361;"2017-07-04 00:00:00";"DISCON: FIGHTING";"18-24";"F";"BLACK";"0";"BROOKLYN";60;989906;148961;"40.575545916000074";"-73.97964134899996";"240.20-1";"Penal Law";"DISORDERLY CONDUCT";2017
166760241;"2017-07-04 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"M";"BLACK";"0";"BROOKLYN";73;1009480;179504;"40.65934598500007";"-73.90906607699996";"221.05";"Penal Law";"MARIJUANA";2017
166760326;"2017-07-04 00:00:00";"NOISE (DEVICE)";"18-24";"M";"WHITE HISPANIC";"0";"BRONX";43;1021043;241958;"40.83072585600007";"-73.86704848399995";"24-220";"Administrative Code";"NOISE";2017
166804142;"2017-07-04 00:00:00";"FIREWORKS, POSSESS/USE";"18-24";"M";"BLACK";"0";"MANHATTAN";32;998722;236169;"40.814901468000066";"-73.94771875699998";"270";"Penal Law";"FIREWORKS";2017
166760296;"2017-07-04 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"M";"WHITE";"0";"STATEN ISLAND";122;949492;147275;"40.57085184400006";"-74.12511220299997";"221.05";"Penal Law";"MARIJUANA";2017
166804012;"2017-07-04 00:00:00";"FIREWORKS, POSSESS/USE";"18-24";"M";"WHITE HISPANIC";"0";"BRONX";49;1024858;256708;"40.87119346900005";"-73.85317351699997";"270";"Penal Law";"FIREWORKS";2017
166760027;"2017-07-04 00:00:00";"FIREWORKS, POSSESS/USE";"25-44";"M";"BLACK";"0";"BRONX";44;1007229;244161;"40.83681919600008";"-73.91695833699998";"270";"Penal Law";"FIREWORKS";2017
166760052;"2017-07-04 00:00:00";"OPEN FIRE";"25-44";"M";"BLACK";"2";"BROOKLYN";88;990644;192166;"40.69413395600003";"-73.97694381499997";"24-149";"Administrative Code";"OPEN FIRE";2017
166760067;"2017-07-04 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"M";"BLACK";"2";"BRONX";42;1011949;240741;"40.82741874200008";"-73.89991500599997";"221.05";"Penal Law";"MARIJUANA";2017
166760137;"2017-07-04 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"M";"WHITE";"0";"MANHATTAN";22;993329;225084;"40.78448335300004";"-73.967216921";"221.05";"Penal Law";"MARIJUANA";2017
166760317;"2017-07-04 00:00:00";"CONSUMPTION OF ALCOHOL";"25-44";"F";"BLACK HISPANIC";"0";"BRONX";40;1010563;235780;"40.813806440000064";"-73.90494257099994";"10-125";"Administrative Code";"ALCOHOL";2017
